"Date","Amount","Star","Empty","Description"
"02/14/2020","49.50","*","","MONEY TRANSFER AUTHORIZED ON 02/14 FROM D A NY SXXXXXXXXXXXXXXX CARD XXXX"
"02/13/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"02/13/2020","-5.00","*","","PURCHASE AUTHORIZED ON 02/12 BART-CLIPPER SAN LEAND SAN LEANDRO CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"02/12/2020","-2.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"02/12/2020","-8.73","*","","PURCHASE AUTHORIZED ON 02/11 AMZN Mktp US*EE4DX Amzn.com/bill WA SXXXXXXXXXXXXXXX CARD XXXX"
"02/12/2020","-9.82","*","","PURCHASE AUTHORIZED ON 02/11 AMZN Mktp US*526AM Amzn.com/bill WA SXXXXXXXXXXXXXXX CARD XXXX"
"02/12/2020","6.00","*","","ONLINE TRANSFER FROM D A WAY2SAVE SAVINGS XXXXXXXXXX ON 02/12/20"
"02/11/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"02/11/2020","-4.75","*","","PURCHASE AUTHORIZED ON 02/09 STARBUCKS STORE 10 SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
"02/10/2020","-3.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"02/10/2020","-68.25","*","","PURCHASE AUTHORIZED ON 02/09 AT&T S119 4142 SAN LEANDRO CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"02/10/2020","-5.24","*","","PURCHASE AUTHORIZED ON 02/08 JACK IN THE BOX 04 SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
"02/10/2020","-15.00","*","","PURCHASE AUTHORIZED ON 02/08 VENMO* Visa Direct NY SXXXXXXXXXXXXXXX CARD XXXX"
"02/10/2020","10.00","*","","ONLINE TRANSFER FROM D A WAY2SAVE SAVINGS XXXXXXXXXX ON 02/09/20"
"02/10/2020","40.00","*","","ATM CASH DEPOSIT ON 02/09  0000006 ATM ID 0121A CARD XXXX"
"02/10/2020","50.00","*","","TRANSFER FROM D J ON 02/08"
"02/07/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"02/07/2020","-14.84","*","","PURCHASE AUTHORIZED ON 02/05 FAT FISH SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
"02/05/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"02/05/2020","-3.45","*","","PURCHASE AUTHORIZED ON 02/03 STARBUCKS STORE 10 SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
"02/04/2020","-307.65","*","","GREAT LAKES STUDENT LN 200203 XXXXXXXXXXX A D"
"02/03/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"02/03/2020","-14.00","*","","PURCHASE AUTHORIZED ON 01/30 THE COOLER - CA SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
"02/03/2020","7.75","*","","MONEY TRANSFER AUTHORIZED ON 02/01 FROM D A NY SXXXXXXXXXXXXXXX CARD XXXX"
"01/30/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/30/2020","-50.00","*","","ONLINE TRANSFER TO PLATINUM CARD XXXXXXXXXXXXXXXX ON 01/30/20"
"01/30/2020","-50.01","*","","PURCHASE AUTHORIZED ON 01/30 CHEVRON/XTRA OIL COMPAN SAN LEANDRO CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"01/30/2020","400.00","*","","TRANSFER FROM D J ON 01/30 PAGO ESCUELA Y CARD"
"01/30/2020","50.00","*","","TRANSFER FROM D J ON 01/30 GAS"
"01/21/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/21/2020","-66.00","*","","PURCHASE AUTHORIZED ON 01/18 PARKING CIT-WEB 800-500-6484 CA SXXXXXXXXXXXXXXX CARD XXXX"
"01/16/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/16/2020","-5.99","*","","PURCHASE AUTHORIZED ON 01/16 SAFEWAY #0790 SAN LEANDRO CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"01/15/2020","-4.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/15/2020","-3.29","*","","PURCHASE AUTHORIZED ON 01/15 SUPERMERCADO MI OAKLAND CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"01/15/2020","-12.37","*","","PURCHASE AUTHORIZED ON 01/15 TARGET T- 15555 E 14th San Leandro CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"01/15/2020","-6.68","*","","PURCHASE AUTHORIZED ON 01/15 SAFEWAY #0790 SAN LEANDRO CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"01/15/2020","-9.70","*","","PURCHASE AUTHORIZED ON 01/14 SAFEWAY #0790 SAN LEANDRO CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"01/14/2020","-200.00","*","","ZELLE TO D C ON 01/14"
"01/14/2020","-1.00","*","","ZELLE TO D C ON 01/14 "
"01/14/2020","80.00","*","","ATM CASH DEPOSIT ON 01/14  0001993 ATM ID 0121A CARD XXXX"
"01/13/2020","200.00","*","","TRANSFER FROM D J ON 01/13 "
"01/10/2020","15.00","*","","ONLINE TRANSFER FROM D A WAY2SAVE SAVINGS XXXXXXXXXX ON 01/10/20"
"01/09/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/09/2020","-8.90","*","","PURCHASE AUTHORIZED ON 01/07 STARBUCKS STORE 10 SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
"01/08/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/08/2020","-8.90","*","","PURCHASE AUTHORIZED ON 01/06 STARBUCKS STORE 10 SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
"01/07/2020","-307.65","*","","GREAT LAKES STUDENT LN 200106 XXXXXXXXXXX A D"
"01/06/2020","-3.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/06/2020","-12.06","*","","PURCHASE AUTHORIZED ON 01/05 SAFEWAY #0790 SAN LEANDRO CA PXXXXXXXXXXXXXXXXX CARD XXXX"
"01/06/2020","-86.58","*","","PURCHASE AUTHORIZED ON 01/04 IHOP #1724 UNION CITY CA SXXXXXXXXXXXXXXX CARD XXXX"
"01/06/2020","-2.10","*","","PURCHASE AUTHORIZED ON 01/03 GLACIER WATER VEND WINSTON SALEM NC SXXXXXXXXXXXXXXX CARD XXXX"
"01/06/2020","40.00","*","","ATM CASH DEPOSIT ON 01/06  0004040 ATM ID 0121B CARD XXXX"
"01/06/2020","100.00","*","","TRANSFER FROM D J ON 01/04"
"01/03/2020","300.00","*","","TRANSFER FROM D J ON 01/03"
"01/02/2020","-1.00","*","","SAVE AS YOU GO TRANSFER DEBIT TO XXXXXXXXXXXXXXX"
"01/02/2020","-5.10","*","","PURCHASE AUTHORIZED ON 12/31 PEET'S #27802 SAN LEANDRO CA SXXXXXXXXXXXXXXX CARD XXXX"
